UF,Ano,CID10,Total
SP,2012,"Congenital malformation of heart, unspecified",250
SP,2012,Necrotizing enterocolitis of newborn,177
SP,2012,Newborn affected by maternal hypertensive disorders,165
SP,2012,Others,5424
SP,2013,"Bacterial sepsis of newborn, unspecified",598
SP,2013,Newborn respiratory distress syndrome,442
SP,2013,"Congenital malformation of heart, unspecified",248
SP,2013,Newborn affected by maternal hypertensive disorders,200
SP,2013,Newborn affected by premature rupture of membranes,184
SP,2013,Others,5502
SP,2014,"Bacterial sepsis of newborn, unspecified",594
SP,2014,Newborn respiratory distress syndrome,426
SP,2014,"Congenital malformation of heart, unspecified",290
SP,2014,Newborn affected by maternal hypertensive disorders,235
SP,2014,Newborn affected by premature rupture of membranes,193
SP,2014,Others,5551
SP,2015,"Bacterial sepsis of newborn, unspecified",558
SP,2015,Newborn respiratory distress syndrome,417
SP,2015,"Congenital malformation of heart, unspecified",247
SP,2015,Newborn affected by maternal hypertensive disorders,227
SP,2015,Newborn affected by premature rupture of membranes,186
SP,2015,Others,5317
PR,2000,Newborn respiratory distress syndrome,321
PR,2000,Respiratory failure of newborn,265
PR,2000,"Congenital malformation of heart, unspecified",161
PR,2000,"Bacterial sepsis of newborn, unspecified",149
PR,2000,"Infectious gastroenteritis and colitis, unspecified",111
PR,2000,Others,2510
PR,2001,Newborn respiratory distress syndrome,304
PR,2001,Respiratory failure of newborn,185
PR,2001,"Congenital malformation of heart, unspecified",150
PR,2001,"Bacterial sepsis of newborn, unspecified",120
PR,2001,"Infectious gastroenteritis and colitis, unspecified",67
PR,2001,Others,2145
PR,2002,Newborn respiratory distress syndrome,277
PR,2002,"Congenital malformation of heart, unspecified",154
PR,2002,Respiratory failure of newborn,127
PR,2002,"Bacterial sepsis of newborn, unspecified",119
PR,2002,"Infectious gastroenteritis and colitis, unspecified",57
PR,2002,Others,2074
PR,2003,Newborn respiratory distress syndrome,244
PR,2003,"Congenital malformation of heart, unspecified",152
PR,2003,Respiratory failure of newborn,132
PR,2003,"Bacterial sepsis of newborn, unspecified",102
PR,2003,Newborn affected by premature rupture of membranes,58
PR,2003,Others,1971
PR,2004,Newborn respiratory distress syndrome,223
PR,2004,"Congenital malformation of heart, unspecified",141
PR,2004,"Bacterial sepsis of newborn, unspecified",114
PR,2004,Respiratory failure of newborn,99
PR,2004,Newborn affected by premature rupture of membranes,66
PR,2004,Others,1860
PR,2005,Newborn respiratory distress syndrome,223
PR,2005,"Congenital malformation of heart, unspecified",129
PR,2005,"Bacterial sepsis of newborn, unspecified",95
PR,2005,Respiratory failure of newborn,94
PR,2005,Newborn affected by premature rupture of membranes,60
PR,2005,Others,1751
PR,2006,"Congenital malformation of heart, unspecified",137
PR,2006,Newborn respiratory distress syndrome,122
PR,2006,"Bacterial sepsis of newborn, unspecified",97
PR,2006,Extreme immaturity of newborn,72
PR,2006,Newborn affected by maternal hypertensive disorders,65
PR,2006,Others,1674
PR,2007,Newborn respiratory distress syndrome,120
PR,2007,"Congenital malformation of heart, unspecified",107
PR,2007,"Bacterial sepsis of newborn, unspecified",84
PR,2007,Newborn affected by maternal hypertensive disorders,66
PR,2007,Extreme immaturity of newborn,59
PR,2007,Others,1563
PR,2008,Newborn respiratory distress syndrome,151
PR,2008,"Congenital malformation of heart, unspecified",91
PR,2008,Newborn affected by maternal hypertensive disorders,76
PR,2008,"Bacterial sepsis of newborn, unspecified",74
PR,2008,Newborn affected by premature rupture of membranes,50
PR,2008,Others,1565
PR,2009,Newborn respiratory distress syndrome,140
PR,2009,"Congenital malformation of heart, unspecified",118
PR,2009,Newborn affected by maternal hypertensive disorders,70
PR,2009,"Bacterial sepsis of newborn, unspecified",69
PR,2009,Newborn affected by premature rupture of membranes,56
PR,2009,Others,1451
PR,2010,Newborn respiratory distress syndrome,126
PR,2010,"Congenital malformation of heart, unspecified",106
PR,2010,Newborn affected by maternal hypertensive disorders,71
PR,2010,"Bacterial sepsis of newborn, unspecified",66
PR,2010,Newborn affected by premature rupture of membranes,48
PR,2010,Others,1473
PR,2011,Newborn respiratory distress syndrome,113
PR,2011,"Congenital malformation of heart, unspecified",86
PR,2011,"Bacterial sepsis of newborn, unspecified",69
PR,2011,Newborn affected by maternal hypertensive disorders,69
PR,2011,Newborn affected by premature rupture of membranes,57
PR,2011,Others,1437
PR,2012,Newborn respiratory distress syndrome,101
PR,2012,"Congenital malformation of heart, unspecified",95
PR,2012,"Bacterial sepsis of newborn, unspecified",81
PR,2012,Newborn affected by maternal hypertensive disorders,77
PR,2012,Newborn affected by premature rupture of membranes,51
PR,2012,Others,1436
PR,2013,Newborn affected by maternal hypertensive disorders,101
PR,2013,Newborn respiratory distress syndrome,98
PR,2013,"Congenital malformation of heart, unspecified",78
PR,2013,"Bacterial sepsis of newborn, unspecified",74
PR,2013,Newborn affected by premature rupture of membranes,56
PR,2013,Others,1341
PR,2014,"Congenital malformation of heart, unspecified",109
PR,2014,Newborn affected by maternal hypertensive disorders,98
PR,2014,Newborn respiratory distress syndrome,94
PR,2014,"Bacterial sepsis of newborn, unspecified",80
PR,2014,Newborn affected by maternal renal and urinary tract diseases,62
PR,2014,Others,1397
PR,2015,Newborn affected by maternal hypertensive disorders,105
PR,2015,"Congenital malformation of heart, unspecified",74
PR,2015,"Bacterial sepsis of newborn, unspecified",73
PR,2015,Newborn respiratory distress syndrome,69
PR,2015,Newborn affected by premature rupture of membranes,57
PR,2015,Others,1415
SC,2000,Newborn respiratory distress syndrome,170
SC,2000,Respiratory failure of newborn,107
SC,2000,"Bacterial sepsis of newborn, unspecified",61
SC,2000,Unattended death,56
SC,2000,"Birth asphyxia, unspecified",54
SC,2000,Others,1030
SC,2001,Newborn respiratory distress syndrome,161
SC,2001,Respiratory failure of newborn,115
SC,2001,"Bacterial sepsis of newborn, unspecified",97
SC,2001,"Congenital malformation of heart, unspecified",52
SC,2001,Unattended death,46
SC,2001,Others,845
SC,2002,Newborn respiratory distress syndrome,132
SC,2002,Respiratory failure of newborn,83
SC,2002,"Bacterial sepsis of newborn, unspecified",80
SC,2002,"Congenital malformation of heart, unspecified",51
SC,2002,Unattended death,45
SC,2002,Others,883
SC,2003,Newborn respiratory distress syndrome,127
SC,2003,"Bacterial sepsis of newborn, unspecified",101
SC,2003,"Congenital malformation of heart, unspecified",50
SC,2003,Extreme immaturity of newborn,41
SC,2003,"Birth asphyxia, unspecified",38
SC,2003,Others,768
SC,2004,Newborn respiratory distress syndrome,100
SC,2004,"Bacterial sepsis of newborn, unspecified",99
SC,2004,Respiratory failure of newborn,82
SC,2004,"Congenital malformation of heart, unspecified",60
SC,2004,Anencephaly,25
SC,2004,Others,752
SC,2005,"Bacterial sepsis of newborn, unspecified",98
SC,2005,Newborn respiratory distress syndrome,92
SC,2005,Respiratory failure of newborn,87
SC,2005,"Congenital malformation of heart, unspecified",54
SC,2005,Extreme immaturity of newborn,30
SC,2005,Others,671
SC,2006,Newborn respiratory distress syndrome,97
SC,2006,"Bacterial sepsis of newborn, unspecified",90
SC,2006,Extreme immaturity of newborn,53
SC,2006,"Congenital malformation of heart, unspecified",46
SC,2006,"Birth asphyxia, unspecified",26
SC,2006,Others,736
SC,2007,"Bacterial sepsis of newborn, unspecified",102
SC,2007,Newborn respiratory distress syndrome,94
SC,2007,"Congenital malformation of heart, unspecified",41
SC,2007,Extreme immaturity of newborn,33
SC,2007,Ill-defined and unknown cause of mortality,29
SC,2007,Others,715
SC,2008,Newborn respiratory distress syndrome,86
SC,2008,"Bacterial sepsis of newborn, unspecified",65
SC,2008,"Congenital malformation of heart, unspecified",60
SC,2008,Extreme immaturity of newborn,46
SC,2008,Necrotizing enterocolitis of newborn,24
SC,2008,Others,695
SC,2009,"Bacterial sepsis of newborn, unspecified",81
SC,2009,Newborn respiratory distress syndrome,80
SC,2009,Extreme immaturity of newborn,44
SC,2009,"Congenital malformation of heart, unspecified",41
SC,2009,Necrotizing enterocolitis of newborn,22
SC,2009,Others,634
SC,2010,"Bacterial sepsis of newborn, unspecified",80
SC,2010,Newborn respiratory distress syndrome,79
SC,2010,"Congenital malformation of heart, unspecified",43
SC,2010,Extreme immaturity of newborn,32
SC,2010,"Birth asphyxia, unspecified",24
SC,2010,Others,592
SC,2011,"Bacterial sepsis of newborn, unspecified",85
SC,2011,Newborn respiratory distress syndrome,68
SC,2011,"Congenital malformation of heart, unspecified",51
SC,2011,Extreme immaturity of newborn,44
SC,2011,Preterm [premature] newborn [other],27
SC,2011,Others,719
SC,2012,Newborn respiratory distress syndrome,81
SC,2012,"Bacterial sepsis of newborn, unspecified",77
SC,2012,"Congenital malformation of heart, unspecified",31
SC,2012,Necrotizing enterocolitis of newborn,24
SC,2012,"Sepsis, unspecified organism",22
SC,2012,Others,674
SC,2013,"Bacterial sepsis of newborn, unspecified",62
SC,2013,Newborn respiratory distress syndrome,58
SC,2013,"Congenital malformation of heart, unspecified",43
SC,2013,Congenital hypoplasia and dysplasia of lung,19
SC,2013,Newborn affected by maternal renal and urinary tract diseases,19
SC,2013,Others,693
SC,2014,Newborn respiratory distress syndrome,60
SC,2014,"Bacterial sepsis of newborn, unspecified",57
SC,2014,"Congenital malformation of heart, unspecified",39
SC,2014,Necrotizing enterocolitis of newborn,26
SC,2014,Extreme immaturity of newborn,19
SC,2014,Others,703
SC,2015,"Bacterial sepsis of newborn, unspecified",86
SC,2015,Newborn respiratory distress syndrome,71
SC,2015,"Congenital malformation of heart, unspecified",32
SC,2015,"Birth asphyxia, unspecified",26
SC,2015,Extreme immaturity of newborn,24
SC,2015,Others,692
RS,2000,Newborn respiratory distress syndrome,291
RS,2000,"Bacterial sepsis of newborn, unspecified",189
RS,2000,Respiratory failure of newborn,131
RS,2000,"Congenital malformation of heart, unspecified",117
RS,2000,"Bronchopneumonia, unspecified organism",77
RS,2000,Others,1877
RS,2001,Newborn respiratory distress syndrome,312
RS,2001,"Bacterial sepsis of newborn, unspecified",143
RS,2001,Respiratory failure of newborn,121
RS,2001,"Congenital malformation of heart, unspecified",112
RS,2001,"Bronchopneumonia, unspecified organism",58
RS,2001,Others,1794
RS,2002,Newborn respiratory distress syndrome,280
RS,2002,"Bacterial sepsis of newborn, unspecified",154
RS,2002,"Congenital malformation of heart, unspecified",118
RS,2002,Respiratory failure of newborn,109
RS,2002,"Birth asphyxia, unspecified",68
RS,2002,Others,1697
RS,2003,Newborn respiratory distress syndrome,267
RS,2003,"Bacterial sepsis of newborn, unspecified",165
RS,2003,"Congenital malformation of heart, unspecified",107
RS,2003,Ill-defined and unknown cause of mortality,79
RS,2003,Respiratory failure of newborn,64
RS,2003,Others,1704
RS,2004,Newborn respiratory distress syndrome,260
RS,2004,"Bacterial sepsis of newborn, unspecified",150
RS,2004,"Congenital malformation of heart, unspecified",123
RS,2004,"Birth asphyxia, unspecified",59
RS,2004,"Condition originating in the perinatal period, unspecified",55
RS,2004,Others,1678
RS,2005,Newborn respiratory distress syndrome,243
RS,2005,"Bacterial sepsis of newborn, unspecified",127
RS,2005,"Congenital malformation of heart, unspecified",88
RS,2005,"Birth asphyxia, unspecified",57
RS,2005,Ill-defined and unknown cause of mortality,55
RS,2005,Others,1449
RS,2006,Newborn respiratory distress syndrome,194
RS,2006,"Bacterial sepsis of newborn, unspecified",156
RS,2006,"Congenital malformation of heart, unspecified",94
RS,2006,Newborn affected by maternal hypertensive disorders,47
RS,2006,"Birth asphyxia, unspecified",42
RS,2006,Others,1322
RS,2007,Newborn respiratory distress syndrome,177
RS,2007,"Bacterial sepsis of newborn, unspecified",144
RS,2007,"Congenital malformation of heart, unspecified",78
RS,2007,"Birth asphyxia, unspecified",42
RS,2007,Newborn affected by other forms of placental separation and hemorrhage,41
RS,2007,Others,1227
RS,2008,Newborn respiratory distress syndrome,181
RS,2008,"Bacterial sepsis of newborn, unspecified",156
RS,2008,"Congenital malformation of heart, unspecified",72
RS,2008,"Birth asphyxia, unspecified",50
RS,2008,Necrotizing enterocolitis of newborn,44
RS,2008,Others,1225
RS,2009,"Bacterial sepsis of newborn, unspecified",138
RS,2009,Newborn respiratory distress syndrome,135
RS,2009,"Congenital malformation of heart, unspecified",58
RS,2009,"Birth asphyxia, unspecified",45
RS,2009,Ill-defined and unknown cause of mortality,45
RS,2009,Others,1140
RS,2010,Newborn respiratory distress syndrome,120
RS,2010,"Bacterial sepsis of newborn, unspecified",104
RS,2010,"Congenital malformation of heart, unspecified",51
RS,2010,"Birth asphyxia, unspecified",43
RS,2010,Extreme immaturity of newborn,43
RS,2010,Others,1148
RS,2011,Newborn respiratory distress syndrome,136
RS,2011,"Bacterial sepsis of newborn, unspecified",124
RS,2011,"Congenital malformation of heart, unspecified",69
RS,2011,"Birth asphyxia, unspecified",45
RS,2011,Extreme immaturity of newborn,40
RS,2011,Others,1187
RS,2012,"Bacterial sepsis of newborn, unspecified",121
RS,2012,Newborn respiratory distress syndrome,114
RS,2012,"Congenital malformation of heart, unspecified",53
RS,2012,Newborn affected by maternal hypertensive disorders,47
RS,2012,Necrotizing enterocolitis of newborn,42
RS,2012,Others,1130
RS,2013,"Bacterial sepsis of newborn, unspecified",123
RS,2013,Newborn respiratory distress syndrome,99
RS,2013,"Congenital malformation of heart, unspecified",62
RS,2013,Newborn affected by maternal hypertensive disorders,42
RS,2013,Ill-defined and unknown cause of mortality,32
RS,2013,Others,1148
RS,2014,"Bacterial sepsis of newborn, unspecified",118
RS,2014,Newborn respiratory distress syndrome,94
RS,2014,"Congenital malformation of heart, unspecified",66
RS,2014,Newborn affected by maternal hypertensive disorders,57
RS,2014,Necrotizing enterocolitis of newborn,43
RS,2014,Others,1164
RS,2015,"Bacterial sepsis of newborn, unspecified",110
RS,2015,Newborn respiratory distress syndrome,107
RS,2015,Newborn affected by maternal hypertensive disorders,57
RS,2015,"Congenital malformation of heart, unspecified",43
RS,2015,"Birth asphyxia, unspecified",39
RS,2015,Others,1169
MS,2000,Respiratory failure of newborn,92
MS,2000,Newborn respiratory distress syndrome,88
MS,2000,"Bacterial sepsis of newborn, unspecified",56
MS,2000,"Infectious gastroenteritis and colitis, unspecified",56
MS,2000,"Sepsis, unspecified organism",41
MS,2000,Others,630
MS,2001,Respiratory failure of newborn,98
MS,2001,Newborn respiratory distress syndrome,88
MS,2001,"Infectious gastroenteritis and colitis, unspecified",48
MS,2001,"Bacterial sepsis of newborn, unspecified",42
MS,2001,"Congenital malformation of heart, unspecified",35
MS,2001,Others,641
MS,2002,Newborn respiratory distress syndrome,71
MS,2002,"Infectious gastroenteritis and colitis, unspecified",49
MS,2002,"Bacterial sepsis of newborn, unspecified",47
MS,2002,"Congenital malformation of heart, unspecified",43
MS,2002,Respiratory failure of newborn,41
MS,2002,Others,557
MS,2003,Newborn respiratory distress syndrome,68
MS,2003,"Bacterial sepsis of newborn, unspecified",52
MS,2003,"Infectious gastroenteritis and colitis, unspecified",43
MS,2003,"Congenital malformation of heart, unspecified",38
MS,2003,Other low birth weight newborn,28
MS,2003,Others,544
MS,2004,Newborn respiratory distress syndrome,70
MS,2004,"Bacterial sepsis of newborn, unspecified",69
MS,2004,"Pneumonia, unspecified organism",51
MS,2004,"Infectious gastroenteritis and colitis, unspecified",39
MS,2004,"Congenital malformation of heart, unspecified",37
MS,2004,Others,610
MS,2005,"Bacterial sepsis of newborn, unspecified",67
MS,2005,Newborn respiratory distress syndrome,65
MS,2005,"Infectious gastroenteritis and colitis, unspecified",41
MS,2005,Unspecified severe protein-calorie malnutrition,29
MS,2005,"Congenital malformation of heart, unspecified",28
MS,2005,Others,557
MS,2006,"Bacterial sepsis of newborn, unspecified",75
MS,2006,Newborn respiratory distress syndrome,53
MS,2006,"Congenital malformation of heart, unspecified",42
MS,2006,"Infectious gastroenteritis and colitis, unspecified",42
MS,2006,Newborn affected by premature rupture of membranes,28
MS,2006,Others,498
MS,2007,"Bacterial sepsis of newborn, unspecified",59
MS,2007,Newborn respiratory distress syndrome,49
MS,2007,"Infectious gastroenteritis and colitis, unspecified",44
MS,2007,"Congenital malformation of heart, unspecified",33
MS,2007,"Infection specific to the perinatal period, unspecified",25
MS,2007,Others,528
MS,2008,Newborn respiratory distress syndrome,55
MS,2008,"Bacterial sepsis of newborn, unspecified",52
MS,2008,"Congenital malformation of heart, unspecified",31
MS,2008,Newborn affected by premature rupture of membranes,27
MS,2008,"Pneumonia, unspecified organism",23
MS,2008,Others,486
MS,2009,"Bacterial sepsis of newborn, unspecified",60
MS,2009,"Congenital malformation of heart, unspecified",40
MS,2009,Newborn respiratory distress syndrome,39
MS,2009,"Infectious gastroenteritis and colitis, unspecified",37
MS,2009,"Pneumonia, unspecified organism",25
MS,2009,Others,518
MS,2010,"Bacterial sepsis of newborn, unspecified",42
MS,2010,Newborn respiratory distress syndrome,36
MS,2010,"Infectious gastroenteritis and colitis, unspecified",30
MS,2010,"Congenital malformation of heart, unspecified",27
MS,2010,"Infection specific to the perinatal period, unspecified",18
MS,2010,Others,466
MS,2011,Newborn respiratory distress syndrome,43
MS,2011,"Bacterial sepsis of newborn, unspecified",35
MS,2011,"Congenital malformation of heart, unspecified",25
MS,2011,Extremely low birth weight newborn,18
MS,2011,"Pneumonia, unspecified organism",17
MS,2011,Others,405
MS,2012,Newborn respiratory distress syndrome,38
MS,2012,"Bacterial sepsis of newborn, unspecified",27
MS,2012,"Infectious gastroenteritis and colitis, unspecified",25
MS,2012,"Congenital malformation of heart, unspecified",24
MS,2012,Newborn affected by premature rupture of membranes,16
MS,2012,Others,414
MS,2013,"Bacterial sepsis of newborn, unspecified",32
MS,2013,Newborn respiratory distress syndrome,27
MS,2013,"Congenital malformation of heart, unspecified",26
MS,2013,"Infectious gastroenteritis and colitis, unspecified",16
MS,2013,Newborn affected by premature rupture of membranes,16
MS,2013,Others,416
MS,2014,Newborn respiratory distress syndrome,35
MS,2014,"Congenital malformation of heart, unspecified",33
MS,2014,"Bacterial sepsis of newborn, unspecified",27
MS,2014,Newborn affected by other forms of placental separation and hemorrhage,17
MS,2014,Newborn affected by premature rupture of membranes,14
MS,2014,Others,429
MS,2015,"Congenital malformation of heart, unspecified",34
MS,2015,"Bacterial sepsis of newborn, unspecified",31
MS,2015,Newborn respiratory distress syndrome,30
MS,2015,Newborn affected by premature rupture of membranes,18
MS,2015,Anencephaly,13
MS,2015,Others,389
MT,2000,Respiratory failure of newborn,112
MT,2000,Newborn respiratory distress syndrome,107
MT,2000,"Bacterial sepsis of newborn, unspecified",81
MT,2000,"Congenital malformation of heart, unspecified",54
MT,2000,"Infectious gastroenteritis and colitis, unspecified",48
MT,2000,Others,691
MT,2001,Respiratory failure of newborn,105
MT,2001,Newborn respiratory distress syndrome,98
MT,2001,"Bacterial sepsis of newborn, unspecified",76
MT,2001,"Infectious gastroenteritis and colitis, unspecified",36
MT,2001,"Condition originating in the perinatal period, unspecified",33
MT,2001,Others,630
MT,2002,Respiratory failure of newborn,112
MT,2002,Newborn respiratory distress syndrome,91
MT,2002,"Bacterial sepsis of newborn, unspecified",62
MT,2002,"Infectious gastroenteritis and colitis, unspecified",35
MT,2002,"Congenital malformation of heart, unspecified",31
MT,2002,Others,617
MT,2003,Newborn respiratory distress syndrome,81
MT,2003,Respiratory failure of newborn,79
MT,2003,"Bacterial sepsis of newborn, unspecified",69
MT,2003,"Infectious gastroenteritis and colitis, unspecified",31
MT,2003,"Congenital malformation of heart, unspecified",29
MT,2003,Others,572
MT,2004,Newborn respiratory distress syndrome,99
MT,2004,"Bacterial sepsis of newborn, unspecified",88
MT,2004,Respiratory failure of newborn,71
MT,2004,"Congenital malformation of heart, unspecified",39
MT,2004,"Sepsis, unspecified organism",33
MT,2004,Others,600
MT,2005,Newborn respiratory distress syndrome,73
MT,2005,Respiratory failure of newborn,70
MT,2005,"Bacterial sepsis of newborn, unspecified",66
MT,2005,"Congenital malformation of heart, unspecified",38
MT,2005,Newborn affected by premature rupture of membranes,33
MT,2005,Others,652
MT,2006,"Bacterial sepsis of newborn, unspecified",55
MT,2006,Newborn respiratory distress syndrome,53
MT,2006,"Congenital malformation of heart, unspecified",31
MT,2006,"Sepsis, unspecified organism",30
MT,2006,Ill-defined and unknown cause of mortality,23
MT,2006,Others,606
MT,2007,Newborn respiratory distress syndrome,72
MT,2007,"Bacterial sepsis of newborn, unspecified",48
MT,2007,"Congenital malformation of heart, unspecified",36
MT,2007,Newborn affected by premature rupture of membranes,22
MT,2007,Preterm [premature] newborn [other],21
MT,2007,Others,531
MT,2008,Newborn respiratory distress syndrome,66
MT,2008,"Bacterial sepsis of newborn, unspecified",61
MT,2008,"Congenital malformation of heart, unspecified",29
MT,2008,Newborn affected by premature rupture of membranes,20
MT,2008,Extreme immaturity of newborn,18
MT,2008,Others,561
MT,2009,"Bacterial sepsis of newborn, unspecified",50
MT,2009,Newborn respiratory distress syndrome,49
MT,2009,Newborn affected by premature rupture of membranes,22
MT,2009,"Congenital malformation of heart, unspecified",22
MT,2009,Newborn affected by other forms of placental separation and hemorrhage,22
MT,2009,Others,593
MT,2010,"Bacterial sepsis of newborn, unspecified",50
MT,2010,Newborn respiratory distress syndrome,39
MT,2010,"Sepsis, unspecified organism",29
MT,2010,Preterm [premature] newborn [other],26
MT,2010,"Pneumonia, unspecified organism",24
MT,2010,Others,540
MT,2011,"Bacterial sepsis of newborn, unspecified",59
MT,2011,Newborn respiratory distress syndrome,46
MT,2011,"Congenital malformation of heart, unspecified",30
MT,2011,"Sepsis, unspecified organism",26
MT,2011,Ill-defined and unknown cause of mortality,21
MT,2011,Others,539
MT,2012,"Bacterial sepsis of newborn, unspecified",41
MT,2012,Newborn respiratory distress syndrome,38
MT,2012,"Congenital malformation of heart, unspecified",38
MT,2012,"Infection specific to the perinatal period, unspecified",33
MT,2012,Extreme immaturity of newborn,26
MT,2012,Others,518
MT,2013,"Bacterial sepsis of newborn, unspecified",59
MT,2013,Newborn respiratory distress syndrome,43
MT,2013,"Congenital malformation of heart, unspecified",25
MT,2013,"Pneumonia, unspecified organism",23
MT,2013,Newborn affected by maternal hypertensive disorders,21
MT,2013,Others,587
MT,2014,Newborn respiratory distress syndrome,61
MT,2014,"Bacterial sepsis of newborn, unspecified",61
MT,2014,"Congenital malformation of heart, unspecified",35
MT,2014,"Pneumonia, unspecified organism",21
MT,2014,Newborn affected by maternal hypertensive disorders,19
MT,2014,Others,612
MT,2015,"Bacterial sepsis of newborn, unspecified",61
MT,2015,Newborn respiratory distress syndrome,39
MT,2015,"Congenital malformation of heart, unspecified",28
MT,2015,"Sepsis, unspecified organism",27
MT,2015,Newborn affected by premature rupture of membranes,25
MT,2015,Others,578
GO,2000,Newborn respiratory distress syndrome,171
GO,2000,Respiratory failure of newborn,138
GO,2000,"Bacterial sepsis of newborn, unspecified",106
GO,2000,"Congenital malformation of heart, unspecified",84
GO,2000,"Sepsis, unspecified organism",43
GO,2000,Others,794
GO,2001,Newborn respiratory distress syndrome,174
GO,2001,Respiratory failure of newborn,123
GO,2001,"Bacterial sepsis of newborn, unspecified",92
GO,2001,"Congenital malformation of heart, unspecified",83
GO,2001,"Infection specific to the perinatal period, unspecified",40
GO,2001,Others,765
GO,2002,Newborn respiratory distress syndrome,183
GO,2002,"Bacterial sepsis of newborn, unspecified",134
GO,2002,Respiratory failure of newborn,110
GO,2002,"Congenital malformation of heart, unspecified",85
GO,2002,"Pneumonia, unspecified organism",38
GO,2002,Others,820
GO,2003,Newborn respiratory distress syndrome,197
GO,2003,Respiratory failure of newborn,114
GO,2003,"Bacterial sepsis of newborn, unspecified",90
GO,2003,"Congenital malformation of heart, unspecified",79
GO,2003,"Infection specific to the perinatal period, unspecified",33
GO,2003,Others,819
GO,2004,Newborn respiratory distress syndrome,210
GO,2004,"Congenital malformation of heart, unspecified",111
GO,2004,"Bacterial sepsis of newborn, unspecified",106
GO,2004,Respiratory failure of newborn,94
GO,2004,Meconium aspiration,48
GO,2004,Others,798
GO,2005,Newborn respiratory distress syndrome,164
GO,2005,"Bacterial sepsis of newborn, unspecified",103
GO,2005,Respiratory failure of newborn,91
GO,2005,"Congenital malformation of heart, unspecified",69
GO,2005,Meconium aspiration,41
GO,2005,Others,780
GO,2006,Newborn respiratory distress syndrome,156
GO,2006,"Bacterial sepsis of newborn, unspecified",116
GO,2006,"Congenital malformation of heart, unspecified",80
GO,2006,"Infection specific to the perinatal period, unspecified",36
GO,2006,Ill-defined and unknown cause of mortality,31
GO,2006,Others,727
GO,2007,Newborn respiratory distress syndrome,140
GO,2007,"Bacterial sepsis of newborn, unspecified",125
GO,2007,"Congenital malformation of heart, unspecified",74
GO,2007,"Infection specific to the perinatal period, unspecified",46
GO,2007,"Pneumonia, unspecified organism",35
GO,2007,Others,660
GO,2008,Newborn respiratory distress syndrome,137
GO,2008,"Bacterial sepsis of newborn, unspecified",105
GO,2008,"Congenital malformation of heart, unspecified",76
GO,2008,Meconium aspiration,36
GO,2008,Ill-defined and unknown cause of mortality,29
GO,2008,Others,722
GO,2009,Newborn respiratory distress syndrome,134
GO,2009,"Bacterial sepsis of newborn, unspecified",117
GO,2009,"Congenital malformation of heart, unspecified",77
GO,2009,"Pneumonia, unspecified organism",40
GO,2009,Meconium aspiration,30
GO,2009,Others,637
GO,2010,Newborn respiratory distress syndrome,110
GO,2010,"Bacterial sepsis of newborn, unspecified",88
GO,2010,"Congenital malformation of heart, unspecified",57
GO,2010,Meconium aspiration,43
GO,2010,"Pneumonia, unspecified organism",29
GO,2010,Others,640
GO,2011,"Bacterial sepsis of newborn, unspecified",114
GO,2011,Newborn respiratory distress syndrome,91
GO,2011,"Congenital malformation of heart, unspecified",72
GO,2011,Meconium aspiration,34
GO,2011,Newborn affected by chorioamnionitis,23
GO,2011,Others,768
GO,2012,Newborn respiratory distress syndrome,118
GO,2012,"Bacterial sepsis of newborn, unspecified",104
GO,2012,"Congenital malformation of heart, unspecified",91
GO,2012,Meconium aspiration,32
GO,2012,"Congenital pneumonia, unspecified",29
GO,2012,Others,784
GO,2013,"Bacterial sepsis of newborn, unspecified",100
GO,2013,Newborn respiratory distress syndrome,99
GO,2013,"Congenital malformation of heart, unspecified",71
GO,2013,Meconium aspiration,34
GO,2013,"Pneumonia, unspecified organism",33
GO,2013,Others,804
GO,2014,Newborn respiratory distress syndrome,86
GO,2014,"Bacterial sepsis of newborn, unspecified",83
GO,2014,"Congenital malformation of heart, unspecified",69
GO,2014,Meconium aspiration,31
GO,2014,Newborn affected by maternal hypertensive disorders,31
GO,2014,Others,778
GO,2015,"Bacterial sepsis of newborn, unspecified",110
GO,2015,Newborn respiratory distress syndrome,67
GO,2015,"Congenital malformation of heart, unspecified",62
GO,2015,Newborn affected by premature rupture of membranes,35
GO,2015,Newborn affected by maternal hypertensive disorders,34
GO,2015,Others,787
DF,2000,Newborn respiratory distress syndrome,123
DF,2000,Respiratory failure of newborn,59
DF,2000,"Congenital malformation of heart, unspecified",50
DF,2000,"Birth asphyxia, unspecified",48
DF,2000,Bacterial sepsis of newborn,34
DF,2000,Others,665
DF,2001,Newborn respiratory distress syndrome,129
DF,2001,Respiratory failure of newborn,84
DF,2001,Bacterial sepsis of newborn,53
DF,2001,"Congenital malformation of heart, unspecified",50
DF,2001,"Birth asphyxia, unspecified",38
DF,2001,Others,638
DF,2002,Newborn respiratory distress syndrome,135
DF,2002,Respiratory failure of newborn,52
DF,2002,"Congenital malformation of heart, unspecified",48
DF,2002,Bacterial sepsis of newborn,35
DF,2002,"Infectious gastroenteritis and colitis, unspecified",34
DF,2002,Others,582
DF,2003,Newborn respiratory distress syndrome,112
DF,2003,Extremely low birth weight newborn,62
DF,2003,"Birth asphyxia, unspecified",60
DF,2003,"Congenital malformation of heart, unspecified",59
DF,2003,Bacterial sepsis of newborn,43
DF,2003,Others,547
DF,2004,Newborn respiratory distress syndrome,77
